MinTemp,MaxTemp,Evaporation,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,Month,Day,Location_Target_Encoded,Rainfall_Category_Heavy Rain,Rainfall_Category_Moderate Rain,Rainfall_Category_No Rain,Rainfall_Category_Very Heavy Rain,DewPointEstimate,AvgHumidity,AvgTemperature,TempRange,TempSunshineInteraction,PressureDifference,TempDifference
7.9,17.1,3.6,33.0,13.0,15.0,58.0,31.0,1029.2,1026.1,12.3,16.7,10,9,1.5663539307667422,0.0,0.0,1.0,0.0,4.582,44.5,12.5,9.200000000000001,172.71,-3.1000000000001364,4.399999999999999
16.5,21.6,8.0,43.0,15.0,24.0,100.0,68.0,1015.7,1017.6,18.3,19.2,2,23,2.1465669612508496,0.0,0.0,1.0,0.0,16.5,84.0,19.05,5.100000000000001,216.0,1.8999999999999773,0.8999999999999986
10.8,16.6,4.8,41.0,15.0,9.0,90.0,88.0,1017.6499397983052,1015.2558888309618,12.4,15.0,10,2,2.1753036437246966,0.0,0.0,1.0,0.0,9.72,89.0,13.700000000000001,5.800000000000001,126.34554684297521,-2.3940509673434462,2.5999999999999996
21.1,31.5,4.8,33.0,9.0,20.0,74.0,53.0,1015.4,1011.2,26.4,30.0,8,15,5.092452239273411,0.0,0.0,1.0,0.0,15.614,63.5,26.3,10.399999999999999,324.45000000000005,-4.199999999999932,3.6000000000000014
25.4,36.3,20.0,41.0,26.0,28.0,15.0,23.0,1012.8,1008.4,29.7,34.4,1,17,0.8828496042216359,0.0,0.0,1.0,0.0,3.8099999999999996,19.0,30.849999999999998,10.899999999999999,254.09999999999997,-4.399999999999977,4.699999999999999
11.9,21.5,4.8,39.0,15.0,4.0,81.0,60.0,1027.0,1025.1,15.0,20.0,5,23,2.2638594164456234,0.0,0.0,1.0,0.0,9.639000000000001,70.5,16.7,9.6,163.64031669421487,-1.900000000000091,5.0
6.7,18.6,4.8,28.0,7.0,17.0,99.0,70.0,1025.8,1023.8,13.9,17.1,4,14,2.087561860772022,0.0,0.0,1.0,0.0,6.633,84.5,12.65,11.900000000000002,141.56790188429753,-2.0,3.200000000000001
4.2,17.9,2.0,30.0,0.0,15.0,90.0,51.0,1025.4,1023.5,7.9,16.9,8,26,1.7099462365591398,0.0,0.0,1.0,0.0,3.7800000000000002,70.5,11.049999999999999,13.7,26.849999999999998,-1.900000000000091,8.999999999999998
4.5,19.0,1.6,33.0,11.0,11.0,71.0,51.0,1017.5,1012.9,10.3,17.8,7,20,1.906295020357031,0.0,0.0,1.0,0.0,3.195,61.0,11.75,14.5,161.5,-4.600000000000023,7.5
8.7,11.9,0.8,37.0,13.0,13.0,61.0,72.0,1023.8,1022.8,10.6,11.4,5,25,2.5303738317757007,0.0,0.0,1.0,0.0,5.3069999999999995,66.5,10.3,3.200000000000001,7.14,-1.0,0.8000000000000007
9.2,19.0,4.8,67.0,26.0,26.0,39.0,33.0,1017.6499397983052,1015.2558888309618,13.5,15.9,10,15,1.0343824027072759,0.0,0.0,1.0,0.0,3.5879999999999996,36.0,14.1,9.8,144.61237289256198,-2.3940509673434462,2.4000000000000004
13.6,21.1,4.8,19.0,9.0,7.0,77.0,60.0,1022.0,1018.4,17.6,20.3,4,23,2.1931010928961747,0.0,0.0,1.0,0.0,10.472,68.5,17.35,7.500000000000002,160.59584568595042,-3.6000000000000227,2.6999999999999993
9.4,26.4,6.8,37.0,15.0,28.0,74.0,43.0,1017.2,1015.3,17.1,24.0,2,10,2.087561860772022,0.0,0.0,1.0,0.0,6.956,58.5,17.9,17.0,332.64,-1.900000000000091,6.899999999999999
4.1,21.7,4.8,30.0,2.0,13.0,44.0,36.0,1017.6499397983052,1015.2558888309618,12.0,20.9,11,15,2.011988110964333,0.0,0.0,1.0,0.0,1.8039999999999998,40.0,12.899999999999999,17.6,165.1625521983471,-2.3940509673434462,8.899999999999999
16.8,29.3,4.8,28.0,7.0,13.0,62.0,39.0,1012.5,1012.0,21.7,26.4,2,13,1.5663539307667422,0.0,0.0,1.0,0.0,10.416,50.5,23.05,12.5,223.0075013553719,-0.5,4.699999999999999
18.7,23.0,4.8,35.0,19.0,15.0,78.0,87.0,1018.4,1017.1,21.6,19.4,11,3,3.127665317139001,0.0,0.0,1.0,0.0,14.586,82.5,20.85,4.300000000000001,62.1,-1.2999999999999545,-2.200000000000003
22.2,30.2,5.0,30.0,7.0,19.0,67.0,74.0,1008.1,1004.7,28.3,29.1,2,15,5.742034805890228,0.0,0.0,1.0,0.0,14.874,70.5,26.2,8.0,271.8,-3.3999999999999773,0.8000000000000007
17.2,24.7,4.8,39.0,0.0,28.0,75.0,78.0,1016.8,1014.6,20.8,23.1,3,4,3.594902749832327,0.0,0.0,1.0,0.0,12.899999999999999,76.5,20.95,7.5,187.99608476033055,-2.199999999999932,2.3000000000000007
12.19403438096892,19.2,4.8,39.0,0.0,0.0,97.0,59.0,1017.6499397983052,1015.2558888309618,12.4,17.5,6,24,3.183891708967851,0.0,0.0,1.0,0.0,11.828213349539853,78.0,15.697017190484459,7.005965619031079,146.1346083966942,-2.3940509673434462,5.1
14.2,21.2,21.8,37.0,17.0,13.0,68.88083133761887,51.5391158755046,1020.3,1018.5,16.9,19.9,1,9,2.1384615384615384,0.0,0.0,1.0,0.0,9.781078049941879,60.20997360656173,17.7,7.0,161.35696343801652,-1.7999999999999545,3.0
7.7,19.6,3.8,33.0,9.0,17.0,66.0,49.0,1019.1,1017.7,14.2,18.7,3,10,2.5303738317757007,0.0,0.0,1.0,0.0,5.082000000000001,57.5,13.65,11.900000000000002,180.32,-1.3999999999999773,4.5
19.4,27.8,7.4,30.0,15.0,17.0,58.0,51.0,1011.9,1010.0,22.4,25.7,11,28,3.591108499804152,0.0,0.0,1.0,0.0,11.251999999999999,54.5,23.6,8.400000000000002,75.06,-1.8999999999999773,3.3000000000000007
17.0,27.7,7.8,30.0,0.0,19.0,67.0,60.0,1018.5,1016.0,24.7,26.5,9,12,3.485591823277283,0.0,0.0,1.0,0.0,11.39,63.5,22.35,10.7,293.62,-2.5,1.8000000000000007
15.2,24.6,4.8,54.0,19.0,37.0,76.0,56.0,1016.0,1015.4,21.0,23.6,11,28,3.591108499804152,0.0,0.0,1.0,0.0,11.552,66.0,19.9,9.400000000000002,187.23496700826445,-0.6000000000000227,2.6000000000000014
9.4,23.4,3.4,33.0,11.0,24.0,71.0,60.0,1022.5,1020.1,18.0,21.5,9,30,2.1384615384615384,0.0,0.0,1.0,0.0,6.6739999999999995,65.5,16.4,13.999999999999998,178.10155398347106,-2.3999999999999773,3.5
13.8,25.1,4.8,46.0,7.0,30.0,83.0,50.0,1018.8,1018.5,17.8,23.3,3,6,1.5101666666666667,0.0,0.0,1.0,0.0,11.454,66.5,19.450000000000003,11.3,191.04055576859503,-0.2999999999999545,5.5
3.4,16.2,4.8,31.0,19.0,19.0,63.0,47.0,1026.0,1023.4,10.0,15.7,8,24,1.66908037653874,0.0,0.0,1.0,0.0,2.142,55.0,9.799999999999999,12.799999999999999,171.72,-2.6000000000000227,5.699999999999999
26.6,40.1,9.4,65.0,22.0,13.0,46.0,26.0,1007.3,1004.2,31.6,38.4,2,28,1.761648388168827,0.0,0.0,1.0,0.0,12.236,36.0,33.35,13.5,405.01,-3.099999999999909,6.799999999999997
7.0,23.22134827564685,4.8,39.0,15.0,6.0,62.0,41.0,1017.6499397983052,1015.2558888309618,10.5,16.4,7,4,3.183891708967851,0.0,0.0,1.0,0.0,4.34,51.5,15.110674137823425,16.22134827564685,176.741803995047,-2.3940509673434462,5.899999999999999
19.8,31.9,8.0,24.0,2.0,11.0,55.0,50.0,1016.4,1013.1,26.6,30.0,2,25,3.144890857323632,0.0,0.0,1.0,0.0,10.89,52.5,25.85,12.099999999999998,382.79999999999995,-3.2999999999999545,3.3999999999999986
24.5,30.4,5.2,46.0,13.0,28.0,74.0,69.0,1008.3,1005.7,27.9,29.3,12,22,3.485591823277283,0.0,0.0,1.0,0.0,18.13,71.5,27.45,5.899999999999999,63.839999999999996,-2.599999999999909,1.4000000000000021
9.2,29.4,4.8,28.0,20.0,7.0,21.0,10.0,1021.0,1015.8,19.5,27.6,9,19,0.7843626806833114,0.0,0.0,1.0,0.0,1.9319999999999997,15.5,19.299999999999997,20.2,223.76861910743798,-5.2000000000000455,8.100000000000001
6.7,17.5,4.8,24.0,6.0,11.0,71.0,54.0,1028.1,1026.1,14.3,16.7,4,3,2.5303738317757007,0.0,0.0,1.0,0.0,4.757,62.5,12.1,10.8,133.19560661157024,-2.0,2.3999999999999986
10.0,24.4,3.2,24.0,4.0,9.0,79.0,53.0,1026.2,1021.4,17.7,22.5,4,20,1.7417203042715037,0.0,0.0,1.0,0.0,7.9,66.0,17.2,14.399999999999999,185.43999999999997,-4.800000000000068,4.800000000000001
26.9,40.4,8.2,57.0,24.0,28.0,32.0,40.0,1006.3,1006.3,36.8,35.2,1,28,1.761648388168827,0.0,0.0,1.0,0.0,8.608,36.0,33.65,13.5,505.0,0.0,-1.5999999999999943
19.3,35.5,11.6,70.0,48.0,41.0,32.0,21.0,1008.8,1006.0,24.7,33.3,3,27,1.4519774011299436,0.0,0.0,1.0,0.0,6.176,26.5,27.4,16.2,273.35,-2.7999999999999545,8.599999999999998
13.0,18.8,4.8,50.0,13.0,35.0,70.0,48.0,1010.1,1010.9,15.0,18.2,5,23,1.66908037653874,0.0,0.0,1.0,0.0,9.1,59.0,15.9,5.800000000000001,33.84,0.7999999999999545,3.1999999999999993
12.5,20.8,5.6,44.0,20.0,24.0,66.0,66.0,1026.9,1024.9,18.7,20.0,4,8,3.009916805324459,0.0,0.0,1.0,0.0,8.25,66.0,16.65,8.3,193.44000000000003,-2.0,1.3000000000000007
13.6,17.9,4.8,46.0,13.0,13.0,68.0,66.0,1027.7,1025.3,16.5,17.2,5,24,2.011988110964333,0.0,0.0,1.0,0.0,9.248000000000001,67.0,15.75,4.299999999999999,136.2400776198347,-2.400000000000091,0.6999999999999993
19.5,26.6,7.8,91.0,7.0,17.0,64.0,62.0,1013.0,1008.4,22.5,25.8,3,15,3.324543002697033,0.0,0.0,1.0,0.0,12.48,63.0,23.05,7.100000000000001,154.28,-4.600000000000023,3.3000000000000007
9.9,16.1,3.0,44.0,15.0,28.0,69.0,28.0,1016.2,1013.4,10.4,15.8,7,1,3.324543002697033,0.0,0.0,1.0,0.0,6.8309999999999995,48.5,13.0,6.200000000000001,94.99000000000001,-2.800000000000068,5.4
22.4,38.2,10.4,33.0,13.0,22.0,50.0,23.0,1007.0,1003.9,29.0,37.4,12,29,3.009916805324459,0.0,0.0,1.0,0.0,11.2,36.5,30.3,15.800000000000004,183.36,-3.1000000000000227,8.399999999999999
18.9,25.7,4.8,28.0,13.0,11.0,74.0,74.0,1018.5,1015.1,22.0,23.6,11,24,3.387299419597132,0.0,0.0,1.0,0.0,13.985999999999999,74.0,22.299999999999997,6.800000000000001,195.6072622809917,-3.3999999999999773,1.6000000000000014
5.2,16.3,3.4,54.0,7.0,20.0,67.0,65.0,1014.2,1012.2,8.9,13.3,8,27,1.601819322459222,0.0,0.0,1.0,0.0,3.4840000000000004,66.0,10.75,11.100000000000001,91.28,-2.0,4.4
11.2,27.6,4.8,46.0,26.0,24.0,65.0,35.0,1017.6499397983052,1015.2558888309618,19.1,26.2,3,15,1.0343824027072759,0.0,0.0,1.0,0.0,7.279999999999999,50.0,19.4,16.400000000000002,210.06849957024792,-2.3940509673434462,7.099999999999998
6.9,12.4,1.6,59.0,31.0,44.0,81.0,69.0,1018.6,1019.2,8.6,11.4,7,11,1.5101666666666667,0.0,0.0,1.0,0.0,5.589,75.0,9.65,5.5,64.48,0.6000000000000227,2.8000000000000007
7.9,22.6,4.8,41.0,17.0,19.0,62.0,59.0,1015.8,1012.4,17.5,21.2,12,14,2.9068463994324225,0.0,0.0,1.0,0.0,4.898000000000001,60.5,15.25,14.700000000000001,172.01261196694216,-3.3999999999999773,3.6999999999999993
12.3,17.2,4.8,54.0,19.0,31.0,77.0,88.0,1030.2,1027.8,14.4,16.2,6,3,3.387299419597132,0.0,0.0,1.0,0.0,9.471,82.5,14.75,4.899999999999999,130.9122533553719,-2.400000000000091,1.799999999999999
14.2,20.2,4.8,41.0,17.0,31.0,87.0,56.0,1024.0,1024.2,15.4,19.6,2,22,1.8700616016427105,0.0,0.0,1.0,0.0,12.354,71.5,17.2,6.0,32.32,0.20000000000004547,4.200000000000001
10.4,19.3,0.6,33.0,17.0,13.0,67.0,65.0,1018.6,1014.9,16.2,18.4,6,9,1.761648388168827,0.0,0.0,1.0,0.0,6.968000000000001,66.0,14.850000000000001,8.9,38.6,-3.7000000000000455,2.1999999999999993
2.7,15.9,4.8,28.0,0.0,19.0,99.0,57.0,1020.5,1019.1,7.6,14.9,10,4,1.7400264200792603,0.0,0.0,1.0,0.0,2.673,78.0,9.3,13.2,121.01772257851239,-1.3999999999999773,7.300000000000001
13.5,18.0,1.0,39.0,9.0,11.0,93.0,73.0,1028.7,1025.2,14.6,17.5,5,25,2.2638594164456234,0.0,0.0,1.0,0.0,12.555000000000001,83.0,15.75,4.5,48.6,-3.5,2.9000000000000004
23.3,34.9,4.8,65.0,17.0,20.0,52.0,35.0,1004.3,1001.4,26.8,31.8,1,28,0.49040454697425606,0.0,0.0,1.0,0.0,12.116000000000001,43.5,29.1,11.599999999999998,265.63009547107436,-2.8999999999999773,5.0
21.4,28.8,8.2,48.0,19.0,28.0,68.0,83.0,1015.3,1012.5,23.0,23.5,12,23,3.009916805324459,0.0,0.0,1.0,0.0,14.552,75.5,25.1,7.400000000000002,132.48,-2.7999999999999545,0.5
18.8,32.1,4.6,28.0,9.0,19.0,52.0,25.0,1013.9,1010.2,24.1,31.3,6,14,5.092452239273411,0.0,0.0,1.0,0.0,9.776000000000002,38.5,25.450000000000003,13.3,343.46999999999997,-3.699999999999932,7.199999999999999
2.7,17.9,1.8,31.0,7.0,20.0,84.0,43.0,1022.1,1016.9,5.0,16.9,7,23,0.9450615231127371,0.0,0.0,1.0,0.0,2.2680000000000002,63.5,10.299999999999999,15.2,57.28,-5.2000000000000455,11.899999999999999
23.4,34.9,8.8,31.0,11.0,19.0,26.0,29.0,1012.9,1009.1,31.4,33.9,9,24,5.092452239273411,0.0,0.0,1.0,0.0,6.084,27.5,29.15,11.5,373.42999999999995,-3.7999999999999545,2.5
-1.2,11.3,4.8,26.0,9.0,7.0,70.0,41.0,1036.0,1032.9,4.6,10.9,7,6,2.1640426951300866,0.0,0.0,1.0,0.0,-0.84,55.5,5.050000000000001,12.5,86.00630598347108,-3.099999999999909,6.300000000000001
-0.7,8.7,4.8,41.0,20.0,26.0,75.0,39.0,1017.6499397983052,1015.2558888309618,1.4,6.3,6,14,3.292260061919505,0.0,0.0,1.0,0.0,-0.5249999999999999,57.0,3.9999999999999996,9.399999999999999,66.21724442975206,-2.3940509673434462,4.9
20.8,26.7,6.0,39.0,22.0,28.0,66.0,66.0,1017.0,1015.2,23.7,24.6,2,20,3.127665317139001,0.0,0.0,1.0,0.0,13.728000000000002,66.0,23.75,5.899999999999999,213.6,-1.7999999999999545,0.9000000000000021
7.8,24.5,6.6,54.0,22.0,31.0,60.0,31.0,1006.6,1002.8,15.6,23.3,1,23,2.087561860772022,0.0,0.0,1.0,0.0,4.68,45.5,16.15,16.7,181.3,-3.800000000000068,7.700000000000001
10.7,24.8,4.8,20.0,0.0,9.0,85.0,52.0,1023.8,1021.0,16.8,23.8,4,10,2.1931010928961747,0.0,0.0,1.0,0.0,9.094999999999999,68.5,17.75,14.100000000000001,188.75720251239667,-2.7999999999999545,7.0
7.8,20.9,2.4,33.0,9.0,17.0,74.0,42.0,1024.2,1020.7,13.0,19.8,8,23,1.906295020357031,0.0,0.0,1.0,0.0,5.772,58.0,14.35,13.099999999999998,213.17999999999998,-3.5,6.800000000000001
6.0,14.0,4.8,31.0,7.0,9.0,99.0,84.0,1017.6499397983052,1015.2558888309618,9.2,13.0,4,24,3.292260061919505,0.0,0.0,1.0,0.0,5.9399999999999995,91.5,10.0,8.0,106.55648528925619,-2.3940509673434462,3.8000000000000007
0.4,13.7,1.0,33.0,9.0,15.0,99.0,58.0,1029.2,1027.1,2.1,12.9,7,27,1.860820273424475,0.0,0.0,1.0,0.0,0.396,78.5,7.05,13.299999999999999,123.3,-2.1000000000001364,10.8
16.6,26.1,4.8,52.0,22.0,26.0,46.0,27.0,1021.0,1016.4,19.7,25.2,3,21,1.66908037653874,0.0,0.0,1.0,0.0,7.636000000000001,36.5,21.35,9.5,289.71,-4.600000000000023,5.5
7.7,19.5,4.8,50.0,22.0,24.0,66.0,42.0,1017.5,1017.1,13.4,17.9,12,12,1.5101666666666667,0.0,0.0,1.0,0.0,5.082000000000001,54.0,13.6,11.8,148.41796165289256,-0.39999999999997726,4.499999999999998
6.0,17.8,4.8,56.0,19.0,41.0,76.0,43.0,1013.3,1012.6,11.1,16.0,5,28,1.6302032235459005,0.0,0.0,1.0,0.0,4.5600000000000005,59.5,11.9,11.8,135.4789598677686,-0.6999999999999318,4.9
15.3,27.4,5.2,43.0,28.0,20.0,40.0,43.0,1014.6,1011.0,22.4,25.1,8,30,3.009916805324459,0.0,0.0,1.0,0.0,6.120000000000001,41.5,21.35,12.099999999999998,279.47999999999996,-3.6000000000000227,2.700000000000003
11.0,26.5,1.6,39.0,22.0,43.0,74.0,64.0,1015.1,1007.8,18.0,22.5,10,12,5.061496782932611,0.0,0.0,1.0,0.0,8.14,69.0,18.75,15.5,254.39999999999998,-7.300000000000068,4.5
-1.2,18.2,4.8,15.0,0.0,2.0,82.0,42.0,1029.1,1026.7,5.8,17.1,6,24,2.1384615384615384,0.0,0.0,1.0,0.0,-0.9839999999999999,62.0,8.5,19.4,138.52343087603305,-2.3999999999998636,11.3
-3.8,13.6,4.8,24.0,6.0,9.0,76.0,41.0,1023.2,1022.5,3.5,13.0,5,14,2.1640426951300866,0.0,0.0,1.0,0.0,-2.888,58.5,4.9,17.4,103.51201428099172,-0.7000000000000455,9.5
12.2,31.1,4.8,30.0,17.0,11.0,47.0,20.0,1032.7,1027.0,22.8,30.4,10,3,1.6302032235459005,0.0,0.0,1.0,0.0,5.733999999999999,33.5,21.65,18.900000000000002,236.70762089256198,-5.7000000000000455,7.599999999999998
13.2,21.5,7.2,33.0,22.0,20.0,65.0,64.0,1019.2,1018.7,17.3,19.3,1,26,1.4519774011299436,0.0,0.0,1.0,0.0,8.58,64.5,17.35,8.3,178.45000000000002,-0.5,2.0
12.19403438096892,26.1,4.8,31.0,13.0,13.0,94.0,51.5391158755046,1020.6,1019.6,21.7,25.9,1,27,3.387299419597132,0.0,0.0,1.0,0.0,11.462392318110785,72.7695579377523,19.147017190484462,13.90596561903108,198.65173328925619,-1.0,4.199999999999999
6.0,25.4,4.8,115.0,44.0,41.0,56.0,31.0,1008.3,999.8,15.5,24.4,9,19,1.7400264200792603,0.0,0.0,1.0,0.0,3.3600000000000003,43.5,15.7,19.4,193.32390902479335,-8.5,8.899999999999999
20.2,33.7,4.8,44.0,15.0,26.0,60.0,29.0,1015.8,1012.2,22.7,32.9,2,18,1.66908037653874,0.0,0.0,1.0,0.0,12.12,44.5,26.950000000000003,13.500000000000004,222.42000000000002,-3.599999999999909,10.2
7.2,16.1,1.2,35.0,20.0,22.0,87.0,65.0,1019.2,1015.5,9.8,15.9,6,20,0.9450615231127371,0.0,0.0,1.0,0.0,6.264,76.0,11.65,8.900000000000002,27.37,-3.7000000000000455,6.1
19.1,29.1,6.0,31.0,7.0,26.0,74.0,60.0,1013.5,1010.7,24.4,28.0,5,3,3.485591823277283,0.0,0.0,1.0,0.0,14.134,67.0,24.1,10.0,241.53000000000003,-2.7999999999999545,3.6000000000000014
12.1,22.3,6.5,35.0,11.0,17.0,64.0,54.0,1013.6,1011.8,14.9,20.2,1,15,1.3903429903429902,0.0,0.0,1.0,0.0,7.744,59.0,17.2,10.200000000000001,209.62,-1.8000000000000682,5.299999999999999
15.3,27.9,4.8,35.0,17.0,9.0,53.0,29.0,1021.1,1016.5,18.5,27.1,5,27,0.7843626806833114,0.0,0.0,1.0,0.0,8.109,41.0,21.6,12.599999999999998,212.35185282644625,-4.600000000000023,8.600000000000001
11.2,26.0,4.8,43.0,19.0,22.0,82.0,37.0,1020.0,1019.4,15.3,23.9,2,26,0.9348629700446144,0.0,0.0,1.0,0.0,9.184,59.5,18.6,14.8,197.89061553719006,-0.6000000000000227,8.599999999999998
14.5,19.9,11.8,48.0,24.0,24.0,54.0,46.0,1011.9,1013.8,15.7,17.6,12,14,1.4519774011299436,0.0,0.0,1.0,0.0,7.83,50.0,17.2,5.399999999999999,69.64999999999999,1.8999999999999773,1.9000000000000021
0.4,15.5,1.0,13.0,6.0,9.0,97.0,70.0,1026.7,1023.5,4.0,15.0,6,18,1.7417203042715037,0.0,0.0,1.0,0.0,0.388,83.5,7.95,15.1,72.85000000000001,-3.2000000000000455,11.0
13.1,23.6,3.2,30.0,17.0,15.0,63.0,52.0,1016.3,1013.3,19.1,23.0,6,7,5.742034805890228,0.0,0.0,1.0,0.0,8.253,57.5,18.35,10.500000000000002,245.44000000000003,-3.0,3.8999999999999986
25.3,40.1,12.4,50.0,6.0,24.0,31.0,20.0,1003.8,1001.0,28.8,37.8,1,8,1.1273092369477913,0.0,0.0,1.0,0.0,7.843,25.5,32.7,14.8,305.2082185785124,-2.7999999999999545,8.999999999999996
13.1,25.4,6.8,37.0,11.0,22.0,73.0,51.0,1013.0,1010.4,17.4,23.5,1,21,2.1465669612508496,0.0,0.0,1.0,0.0,9.562999999999999,62.0,19.25,12.299999999999999,274.32,-2.6000000000000227,6.100000000000001
9.8,15.2,4.8,33.0,15.0,22.0,53.0,61.0,1020.5,1020.7,12.9,14.7,8,18,3.387299419597132,0.0,0.0,1.0,0.0,5.194000000000001,57.0,12.5,5.399999999999999,115.68989831404957,0.20000000000004547,1.799999999999999
2.1,14.9,4.8,48.0,26.0,31.0,66.0,43.0,1023.5,1021.3,9.0,13.9,8,13,1.7417203042715037,0.0,0.0,1.0,0.0,1.3860000000000001,54.5,8.5,12.8,113.40654505785123,-2.2000000000000455,4.9
22.7,35.4,7.6,33.0,11.0,20.0,64.0,40.0,1012.6,1008.7,28.7,32.9,10,8,5.092452239273411,0.0,0.0,1.0,0.0,14.528,52.0,29.049999999999997,12.7,382.32,-3.8999999999999773,4.199999999999999
20.1,32.9,8.0,41.0,15.0,26.0,40.0,36.0,1015.7,1012.2,23.8,32.1,7,7,3.2010897435897436,0.0,0.0,1.0,0.0,8.040000000000001,38.0,26.5,12.799999999999997,250.40774042975204,-3.5,8.3
16.8,33.4,9.6,37.0,20.0,17.0,46.0,30.0,1015.8,1010.9,25.1,31.6,12,11,1.906295020357031,0.0,0.0,1.0,0.0,7.728000000000001,38.0,25.1,16.599999999999998,447.56,-4.899999999999977,6.5
12.7,21.6,4.2,31.0,19.0,19.0,77.0,77.0,1017.8,1015.0,16.2,19.3,2,25,2.5303738317757007,0.0,0.0,1.0,0.0,9.779,77.0,17.15,8.900000000000002,235.44000000000003,-2.7999999999999545,3.1000000000000014
11.8,28.1,3.8,67.0,24.0,37.0,27.0,15.0,1013.3,1009.0,22.5,28.0,9,22,1.5663539307667422,0.0,0.0,1.0,0.0,3.1860000000000004,21.0,19.950000000000003,16.3,300.67,-4.2999999999999545,5.5
11.3,22.5,4.8,37.0,17.0,11.0,95.0,34.0,1017.6499397983052,1015.2558888309618,13.9,22.1,2,10,3.292260061919505,0.0,0.0,1.0,0.0,10.735,64.5,16.9,11.2,171.25149421487603,-2.3940509673434462,8.200000000000001
24.7,25.3,10.4,54.0,43.0,31.0,78.0,59.0,1013.7,1016.3,24.7,23.3,2,23,3.009916805324459,0.0,0.0,1.0,0.0,19.266000000000002,68.5,25.0,0.6000000000000014,187.22000000000003,2.599999999999909,-1.3999999999999986
18.5,29.9,8.8,37.0,17.0,20.0,53.0,26.0,1013.8,1009.3,21.7,28.9,3,13,1.6302032235459005,0.0,0.0,1.0,0.0,9.805,39.5,24.2,11.399999999999999,331.89,-4.5,7.199999999999999
7.6,16.8,2.0,20.0,13.0,15.0,80.0,52.0,1029.5,1026.9,10.9,15.3,8,28,1.601819322459222,0.0,0.0,1.0,0.0,6.08,66.0,12.2,9.200000000000001,129.36,-2.599999999999909,4.4
18.3,34.1,4.8,28.0,9.0,7.0,63.0,42.0,1017.6499397983052,1015.2558888309618,23.6,31.7,12,4,2.1753036437246966,0.0,0.0,1.0,0.0,11.529,52.5,26.200000000000003,15.8,259.54115345454545,-2.3940509673434462,8.099999999999998
-4.9,1.3,4.8,39.0,17.0,17.0,82.0,53.0,1017.6499397983052,1015.2558888309618,-3.6,0.9,7,3,3.292260061919505,0.0,0.0,1.0,0.0,-4.018,67.5,-1.8000000000000003,6.2,9.894530776859504,-2.3940509673434462,4.5
16.6,24.7,4.8,44.0,24.0,22.0,66.0,54.0,1016.9,1016.2,20.3,23.7,1,3,2.8956639566395665,0.0,0.0,1.0,0.0,10.956000000000001,60.0,20.65,8.099999999999998,187.99608476033055,-0.6999999999999318,3.3999999999999986
3.0,8.8,4.8,48.0,15.0,17.0,79.0,89.0,1004.2,1003.1,7.3,5.5,8,17,2.1640426951300866,0.0,0.0,1.0,0.0,2.37,84.0,5.9,5.800000000000001,66.97836218181818,-1.1000000000000227,-1.7999999999999998
12.6,22.1,9.2,85.0,26.0,43.0,53.0,81.0,998.5,995.7,21.1,17.1,3,21,2.5303738317757007,0.0,0.0,1.0,0.0,6.678,67.0,17.35,9.500000000000002,90.61,-2.7999999999999545,-4.0
10.1,12.8,0.4,39.0,13.0,17.0,82.0,64.0,1026.7,1026.8,10.5,11.9,7,19,2.5303738317757007,0.0,0.0,1.0,0.0,8.282,73.0,11.45,2.700000000000001,28.160000000000004,0.09999999999990905,1.4000000000000004
21.7,34.2,15.0,69.0,17.0,37.0,36.0,27.0,1005.0,1000.9,29.1,32.0,1,30,0.8828496042216359,0.0,0.0,1.0,0.0,7.811999999999999,31.5,27.950000000000003,12.500000000000004,321.48,-4.100000000000023,2.8999999999999986
9.3,27.2,4.8,52.0,6.0,33.0,74.0,21.0,1015.8,1010.7,14.2,26.0,11,5,1.7417203042715037,0.0,0.0,1.0,0.0,6.882000000000001,47.5,18.25,17.9,207.02402856198344,-5.099999999999909,11.8
9.6,19.4,4.8,30.0,9.0,19.0,79.0,61.0,1026.6,1023.7,13.4,18.4,6,23,3.387299419597132,0.0,0.0,1.0,0.0,7.584,70.0,14.5,9.799999999999999,147.65684390082643,-2.8999999999998636,4.999999999999998
2.4,11.9,4.8,48.0,30.0,30.0,93.0,68.0,1019.5,1019.7,6.1,11.4,7,17,1.6302032235459005,0.0,0.0,1.0,0.0,2.232,80.5,7.15,9.5,90.57301249586777,0.20000000000004547,5.300000000000001
9.6,20.7,3.4,22.0,9.0,9.0,70.0,37.0,1024.9,1020.1,14.2,20.5,5,6,0.49040454697425606,0.0,0.0,1.0,0.0,6.72,53.5,15.149999999999999,11.1,57.959999999999994,-4.800000000000068,6.300000000000001
6.4,21.6,4.8,31.0,9.0,17.0,70.0,31.0,1023.8,1020.5,9.4,19.6,3,31,0.9450615231127371,0.0,0.0,1.0,0.0,4.4799999999999995,50.5,14.0,15.200000000000001,164.401434446281,-3.2999999999999545,10.200000000000001
23.9,33.2,6.0,37.0,26.0,17.0,77.0,43.0,1014.3,1009.7,27.6,32.5,5,27,5.092452239273411,0.0,0.0,1.0,0.0,18.403,60.0,28.55,9.300000000000004,351.92,-4.599999999999909,4.899999999999999
